Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: will815 (distance: 205, speed: 4, health: 1)
Moved: fee816 (distance: 224, speed: 1, health: 4)
Moved: noah817 (distance: 240, speed: 4, health: 3)
Moved: paoletti819 (distance: 251, speed: 6, health: 4)
Moved: garcia821 (distance: 231, speed: 1, health: 2)
Moved: cris822 (distance: 224, speed: 7, health: 3)
Moved: cris831 (distance: 185, speed: 5, health: 2)
Moved: bing832 (distance: 43, speed: 1, health: 1)
Moved: will833 (distance: 100, speed: 3, health: 1)
Moved: noah835 (distance: 77, speed: 1, health: 5)
Moved: potatobot836 (distance: 168, speed: 7, health: 3)
Moved: darden838 (distance: 56, speed: 2, health: 4)
Moved: garcia839 (distance: 249, speed: 4, health: 2)
Moved: cris840 (distance: 104, speed: 3, health: 2)
Moved: will842 (distance: 263, speed: 1, health: 3)
Moved: potatobot845 (distance: 278, speed: 1, health: 1)
Moved: garcia848 (distance: 213, speed: 4, health: 4)
Moved: cris849 (distance: 270, speed: 4, health: 2)
Moved: bing850 (distance: 148, speed: 2, health: 5)
Moved: will851 (distance: 244, speed: 5, health: 4)
Moved: fee852 (distance: 73, speed: 1, health: 1)
Moved: noah853 (distance: 120, speed: 5, health: 5)
Moved: potatobot854 (distance: 286, speed: 2, health: 2)
Moved: paoletti855 (distance: 274, speed: 2, health: 2)
Moved: will860 (distance: 39, speed: 1, health: 1)
Moved: fee861 (distance: 135, speed: 4, health: 4)
Moved: darden865 (distance: 219, speed: 5, health: 3)
Moved: garcia866 (distance: 152, speed: 4, health: 4)
Moved: bing868 (distance: 176, speed: 6, health: 3)
Moved: will869 (distance: 269, speed: 5, health: 5)
Moved: paoletti873 (distance: 223, speed: 4, health: 1)
Moved: darden874 (distance: 161, speed: 4, health: 5)
Moved: garcia875 (distance: 130, speed: 2, health: 5)
Moved: cris876 (distance: 79, speed: 3, health: 3)
Moved: garcia884 (distance: 128, speed: 4, health: 3)
Moved: cris885 (distance: 224, speed: 9, health: 5)
Moved: bing886 (distance: 105, speed: 3, health: 5)
Moved: will887 (distance: 221, speed: 4, health: 2)
Moved: fee888 (distance: 130, speed: 2, health: 5)
Moved: paoletti891 (distance: 202, speed: 2, health: 2)
Moved: garcia893 (distance: 248, speed: 1, health: 5)
Moved: bing895 (distance: 207, speed: 1, health: 5)
Moved: will896 (distance: 257, speed: 2, health: 3)
Moved: fee897 (distance: 182, speed: 4, health: 1)
Moved: paoletti900 (distance: 118, speed: 4, health: 2)
Moved: darden901 (distance: 171, speed: 6, health: 2)
Moved: fee906 (distance: 99, speed: 2, health: 5)
Moved: garcia911 (distance: 272, speed: 1, health: 1)
Moved: fee915 (distance: 161, speed: 4, health: 3)
Moved: noah916 (distance: 211, speed: 4, health: 5)
Moved: potatobot917 (distance: 250, speed: 4, health: 5)
Moved: darden919 (distance: 224, speed: 6, health: 4)
Moved: garcia920 (distance: 196, speed: 3, health: 5)
Moved: bing922 (distance: 237, speed: 2, health: 3)
Moved: fee924 (distance: 178, speed: 4, health: 2)
Moved: paoletti927 (distance: 246, speed: 7, health: 5)
Moved: darden928 (distance: 193, speed: 4, health: 2)
Moved: garcia929 (distance: 135, speed: 2, health: 1)
Moved: cris930 (distance: 244, speed: 4, health: 2)
Moved: bing931 (distance: 201, speed: 8, health: 5)
Moved: noah934 (distance: 140, speed: 6, health: 5)
Moved: potatobot935 (distance: 41, speed: 1, health: 1)
Moved: paoletti936 (distance: 258, speed: 7, health: 1)
Moved: bing940 (distance: 278, speed: 3, health: 4)
Moved: fee942 (distance: 99, speed: 2, health: 3)
Moved: darden946 (distance: 232, speed: 3, health: 1)
Moved: bing949 (distance: 217, speed: 8, health: 3)
Moved: darden964 (distance: 255, speed: 5, health: 4)
Moved: cris966 (distance: 203, speed: 7, health: 4)
Moved: bing967 (distance: 252, speed: 8, health: 3)
Moved: fee969 (distance: 251, speed: 3, health: 5)
Moved: noah970 (distance: 243, speed: 6, health: 3)
Moved: paoletti972 (distance: 221, speed: 6, health: 1)
Moved: darden973 (distance: 123, speed: 1, health: 5)
Moved: garcia974 (distance: 181, speed: 3, health: 5)
Moved: cris975 (distance: 82, speed: 1, health: 2)
Moved: bing976 (distance: 221, speed: 2, health: 1)
Moved: fee978 (distance: 73, speed: 1, health: 4)
Moved: noah979 (distance: 167, speed: 6, health: 1)
Moved: paoletti981 (distance: 217, speed: 5, health: 4)
Moved: bing985 (distance: 171, speed: 4, health: 4)
Moved: paoletti990 (distance: 198, speed: 8, health: 5)
Moved: cris993 (distance: 265, speed: 2, health: 1)
Moved: bing994 (distance: 234, speed: 2, health: 3)
Moved: fee996 (distance: 127, speed: 1, health: 2)
Moved: potatobot998 (distance: 262, speed: 5, health: 2)
Moved: garcia1001 (distance: 260, speed: 1, health: 4)
Moved: will1004 (distance: 172, speed: 5, health: 3)
Moved: fee1005 (distance: 224, speed: 9, health: 2)
Moved: noah1006 (distance: 230, speed: 7, health: 1)
Moved: garcia1010 (distance: 227, speed: 3, health: 2)
Moved: fee1014 (distance: 275, speed: 4, health: 2)
Moved: noah1015 (distance: 124, speed: 3, health: 5)
Moved: darden1018 (distance: 131, speed: 5, health: 2)
Moved: garcia1019 (distance: 279, speed: 3, health: 2)
Moved: will1022 (distance: 261, speed: 1, health: 2)
Moved: noah1024 (distance: 272, speed: 4, health: 3)
Moved: paoletti1026 (distance: 195, speed: 7, health: 4)
Moved: cris1029 (distance: 119, speed: 2, health: 5)
Moved: will1031 (distance: 207, speed: 1, health: 4)
Moved: fee1032 (distance: 128, speed: 2, health: 4)
Moved: noah1033 (distance: 56, speed: 1, health: 1)
Moved: paoletti1035 (distance: 243, speed: 3, health: 5)
Moved: garcia1037 (distance: 219, speed: 5, health: 1)
Moved: cris1038 (distance: 262, speed: 1, health: 2)
Moved: fee1041 (distance: 186, speed: 3, health: 5)
Moved: noah1042 (distance: 69, speed: 2, health: 1)
Moved: potatobot1043 (distance: 203, speed: 8, health: 3)
Moved: paoletti1044 (distance: 55, speed: 2, health: 3)
Moved: darden1045 (distance: 50, speed: 2, health: 1)
Moved: bing1048 (distance: 247, speed: 5, health: 2)
Moved: will1049 (distance: 112, speed: 3, health: 5)
Moved: paoletti1053 (distance: 213, speed: 8, health: 4)
Moved: darden1054 (distance: 191, speed: 6, health: 5)
Moved: garcia1055 (distance: 212, speed: 3, health: 4)
Moved: cris1056 (distance: 196, speed: 7, health: 1)
Moved: will1058 (distance: 181, speed: 4, health: 2)
Moved: fee1059 (distance: 230, speed: 6, health: 5)
Moved: noah1060 (distance: 215, speed: 5, health: 4)
Moved: potatobot1061 (distance: 192, speed: 6, health: 3)
Moved: paoletti1062 (distance: 153, speed: 5, health: 2)
Moved: cris1065 (distance: 227, speed: 9, health: 2)
Moved: bing1066 (distance: 172, speed: 7, health: 1)
Moved: will1067 (distance: 197, speed: 5, health: 3)
Moved: fee1068 (distance: 139, speed: 3, health: 5)
Moved: garcia1073 (distance: 67, speed: 2, health: 1)
Moved: cris1074 (distance: 216, speed: 7, health: 2)
Moved: bing1075 (distance: 114, speed: 2, health: 2)
Moved: will1076 (distance: 236, speed: 2, health: 5)
Moved: fee1077 (distance: 124, speed: 3, health: 2)
Moved: noah1078 (distance: 62, speed: 1, health: 1)
Moved: darden1081 (distance: 97, speed: 1, health: 2)
Moved: cris1083 (distance: 109, speed: 1, health: 4)
Moved: fee1086 (distance: 55, speed: 2, health: 4)
Moved: potatobot1088 (distance: 163, speed: 7, health: 5)
Moved: paoletti1089 (distance: 137, speed: 3, health: 2)
Moved: darden1090 (distance: 270, speed: 1, health: 4)
Moved: garcia1091 (distance: 100, speed: 3, health: 3)
Moved: bing1093 (distance: 67, speed: 2, health: 1)
Moved: noah1096 (distance: 251, speed: 7, health: 1)
Moved: potatobot1097 (distance: 232, speed: 5, health: 2)
Moved: paoletti1098 (distance: 273, speed: 1, health: 3)
Moved: darden1099 (distance: 230, speed: 7, health: 2)
Moved: will1103 (distance: 197, speed: 1, health: 5)
Moved: potatobot1106 (distance: 187, speed: 5, health: 4)
Moved: darden1108 (distance: 136, speed: 1, health: 4)
Moved: garcia1109 (distance: 204, speed: 3, health: 2)
Moved: bing1111 (distance: 72, speed: 3, health: 4)
Moved: potatobot1115 (distance: 150, speed: 4, health: 3)
Moved: paoletti1116 (distance: 163, speed: 2, health: 1)
Moved: cris1119 (distance: 288, speed: 2, health: 4)
Moved: bing1120 (distance: 196, speed: 7, health: 1)
Moved: fee1122 (distance: 215, speed: 7, health: 4)
Moved: potatobot1124 (distance: 207, speed: 1, health: 2)
Moved: darden1126 (distance: 147, speed: 2, health: 5)
Moved: cris1128 (distance: 153, speed: 6, health: 4)
Moved: will1130 (distance: 192, speed: 2, health: 3)
Moved: fee1131 (distance: 233, speed: 7, health: 3)
Moved: darden1135 (distance: 164, speed: 4, health: 5)
Moved: garcia1136 (distance: 190, speed: 6, health: 5)
Moved: cris1137 (distance: 222, speed: 8, health: 5)
Moved: fee1140 (distance: 216, speed: 2, health: 3)
Moved: garcia1145 (distance: 99, speed: 3, health: 5)
Moved: bing1147 (distance: 134, speed: 3, health: 3)
Moved: fee1149 (distance: 189, speed: 1, health: 2)
Moved: noah1150 (distance: 237, speed: 5, health: 4)
Moved: paoletti1152 (distance: 199, speed: 4, health: 3)
Moved: cris1155 (distance: 278, speed: 3, health: 5)
Moved: noah1159 (distance: 195, speed: 4, health: 4)
Moved: potatobot1160 (distance: 132, speed: 4, health: 4)
Moved: paoletti1161 (distance: 128, speed: 1, health: 5)
Moved: garcia1163 (distance: 248, speed: 5, health: 5)
Moved: bing1165 (distance: 161, speed: 6, health: 5)
Moved: will1166 (distance: 264, speed: 6, health: 1)
Moved: noah1168 (distance: 228, speed: 9, health: 5)
Moved: potatobot1169 (distance: 225, speed: 6, health: 3)
Moved: darden1171 (distance: 76, speed: 2, health: 5)
Moved: garcia1172 (distance: 220, speed: 9, health: 3)
Moved: bing1174 (distance: 122, speed: 3, health: 4)
Moved: potatobot1178 (distance: 116, speed: 3, health: 3)
Moved: darden1180 (distance: 242, speed: 8, health: 2)
Moved: bing1183 (distance: 179, speed: 5, health: 5)
Moved: will1184 (distance: 230, speed: 9, health: 1)
Moved: fee1185 (distance: 116, speed: 1, health: 3)
Moved: potatobot1187 (distance: 145, speed: 4, health: 4)
Moved: garcia1190 (distance: 136, speed: 3, health: 5)
Moved: bing1192 (distance: 146, speed: 1, health: 2)
Moved: will1193 (distance: 169, speed: 1, health: 4)
Moved: fee1194 (distance: 174, speed: 3, health: 2)
Moved: darden1198 (distance: 188, speed: 7, health: 4)
Moved: garcia1199 (distance: 107, speed: 1, health: 1)
Moved: cris1200 (distance: 148, speed: 3, health: 1)
Moved: noah1204 (distance: 247, speed: 10, health: 5)
Moved: darden1207 (distance: 131, speed: 1, health: 4)
Moved: garcia1208 (distance: 156, speed: 3, health: 3)
Moved: cris1209 (distance: 242, speed: 10, health: 3)
Moved: fee1212 (distance: 255, speed: 9, health: 5)
Moved: noah1213 (distance: 106, speed: 2, health: 3)
Moved: paoletti1215 (distance: 286, speed: 2, health: 2)
Moved: noah1222 (distance: 167, speed: 6, health: 3)
Moved: potatobot1223 (distance: 149, speed: 5, health: 4)
Moved: darden1225 (distance: 200, speed: 5, health: 5)
Moved: garcia1226 (distance: 272, speed: 2, health: 2)
Moved: will1229 (distance: 85, speed: 3, health: 5)
Moved: paoletti1233 (distance: 115, speed: 5, health: 5)
Moved: darden1234 (distance: 216, speed: 8, health: 5)
Moved: garcia1235 (distance: 239, speed: 4, health: 1)
Moved: cris1236 (distance: 243, speed: 9, health: 5)
Moved: bing1237 (distance: 196, speed: 3, health: 5)
Moved: noah1240 (distance: 178, speed: 5, health: 1)
Moved: potatobot1241 (distance: 133, speed: 1, health: 4)
Moved: paoletti1242 (distance: 221, speed: 5, health: 3)
Moved: darden1243 (distance: 214, speed: 4, health: 2)
Moved: cris1245 (distance: 195, speed: 6, health: 4)
Moved: will1247 (distance: 32, speed: 1, health: 5)
Moved: paoletti1251 (distance: 286, speed: 2, health: 5)
Moved: darden1252 (distance: 82, speed: 1, health: 1)
Moved: garcia1253 (distance: 232, speed: 8, health: 3)
Moved: noah1258 (distance: 164, speed: 2, health: 1)
Moved: paoletti1260 (distance: 36, speed: 1, health: 3)
Moved: garcia1262 (distance: 44, speed: 1, health: 5)
Moved: bing1264 (distance: 247, speed: 9, health: 5)
Moved: will1265 (distance: 253, speed: 6, health: 2)
Moved: darden1270 (distance: 117, speed: 1, health: 2)
Moved: garcia1271 (distance: 235, speed: 9, health: 5)
Moved: cris1272 (distance: 150, speed: 1, health: 3)
Moved: will1274 (distance: 244, speed: 2, health: 5)
Moved: noah1276 (distance: 252, speed: 8, health: 1)
Moved: darden1279 (distance: 217, speed: 1, health: 5)
Moved: garcia1280 (distance: 110, speed: 4, health: 4)
Moved: bing1282 (distance: 252, speed: 9, health: 3)
Moved: potatobot1286 (distance: 24, speed: 1, health: 4)
Moved: garcia1289 (distance: 151, speed: 1, health: 2)
Moved: cris1290 (distance: 189, speed: 7, health: 3)
Moved: will1292 (distance: 260, speed: 5, health: 5)
Moved: potatobot1295 (distance: 151, speed: 5, health: 4)
Moved: darden1297 (distance: 253, speed: 3, health: 4)
Moved: will1301 (distance: 257, speed: 4, health: 5)
Moved: fee1302 (distance: 228, speed: 1, health: 5)
Moved: noah1303 (distance: 211, speed: 1, health: 3)
Moved: garcia1307 (distance: 162, speed: 7, health: 3)
Moved: bing1309 (distance: 256, speed: 5, health: 4)
Moved: will1310 (distance: 244, speed: 1, health: 1)
Moved: noah1312 (distance: 241, speed: 10, health: 2)
Moved: cris1317 (distance: 209, speed: 7, health: 5)
Moved: bing1318 (distance: 272, speed: 1, health: 5)
Moved: fee1320 (distance: 132, speed: 4, health: 1)
Moved: paoletti1323 (distance: 161, speed: 2, health: 1)
Moved: darden1324 (distance: 260, speed: 5, health: 5)
Moved: garcia1325 (distance: 251, speed: 6, health: 5)
Moved: cris1326 (distance: 255, speed: 4, health: 4)
Moved: bing1327 (distance: 182, speed: 7, health: 2)
Moved: will1328 (distance: 225, speed: 2, health: 1)
Moved: fee1329 (distance: 125, speed: 1, health: 2)
Moved: noah1330 (distance: 91, speed: 3, health: 1)
Moved: paoletti1332 (distance: 156, speed: 6, health: 3)
Moved: garcia1334 (distance: 249, speed: 4, health: 4)
Moved: noah1339 (distance: 227, speed: 1, health: 5)
Moved: potatobot1340 (distance: 76, speed: 1, health: 5)
Moved: darden1342 (distance: 82, speed: 2, health: 1)
Moved: cris1344 (distance: 226, speed: 1, health: 1)
Moved: noah1348 (distance: 213, speed: 8, health: 1)
Moved: paoletti1350 (distance: 132, speed: 5, health: 1)
Moved: darden1351 (distance: 218, speed: 6, health: 1)
Moved: cris1353 (distance: 141, speed: 2, health: 3)
Moved: bing1354 (distance: 193, speed: 5, health: 1)
Moved: will1355 (distance: 220, speed: 5, health: 2)
Moved: fee1356 (distance: 163, speed: 3, health: 1)
Moved: noah1357 (distance: 97, speed: 3, health: 5)
Moved: potatobot1358 (distance: 174, speed: 2, health: 3)
Moved: paoletti1359 (distance: 262, speed: 4, health: 5)
Moved: garcia1361 (distance: 69, speed: 1, health: 3)
Moved: cris1362 (distance: 150, speed: 1, health: 3)
Moved: will1364 (distance: 115, speed: 2, health: 5)
Moved: noah1366 (distance: 163, speed: 4, health: 3)
Moved: darden1369 (distance: 67, speed: 2, health: 2)
Moved: garcia1370 (distance: 111, speed: 3, health: 5)
Moved: cris1371 (distance: 71, speed: 1, health: 3)
Moved: paoletti1377 (distance: 237, speed: 1, health: 4)
Moved: cris1380 (distance: 253, speed: 5, health: 5)
Moved: paoletti1386 (distance: 154, speed: 3, health: 1)
Moved: darden1387 (distance: 160, speed: 5, health: 4)
Moved: bing1390 (distance: 223, speed: 8, health: 3)
Moved: will1391 (distance: 216, speed: 7, health: 5)
Moved: noah1393 (distance: 180, speed: 6, health: 1)
Moved: paoletti1395 (distance: 180, speed: 5, health: 2)
Moved: cris1398 (distance: 253, speed: 8, health: 4)
Moved: bing1399 (distance: 110, speed: 1, health: 3)
Moved: bing1408 (distance: 216, speed: 8, health: 2)
Moved: potatobot1412 (distance: 212, speed: 4, health: 3)
Moved: paoletti1413 (distance: 64, speed: 1, health: 5)
Moved: darden1414 (distance: 167, speed: 4, health: 3)
Moved: garcia1415 (distance: 231, speed: 7, health: 2)
Moved: cris1416 (distance: 119, speed: 3, health: 1)
Moved: bing1417 (distance: 126, speed: 2, health: 2)
Moved: will1418 (distance: 178, speed: 6, health: 2)
Moved: potatobot1421 (distance: 128, speed: 3, health: 1)
Moved: paoletti1422 (distance: 189, speed: 6, health: 1)
Moved: darden1423 (distance: 229, speed: 8, health: 1)
Moved: cris1425 (distance: 112, speed: 1, health: 1)
Moved: will1427 (distance: 169, speed: 7, health: 1)
Moved: potatobot1430 (distance: 133, speed: 2, health: 4)
Moved: fee1437 (distance: 219, speed: 1, health: 1)
Moved: noah1438 (distance: 248, speed: 9, health: 3)
Moved: potatobot1439 (distance: 179, speed: 7, health: 3)
Moved: will1445 (distance: 236, speed: 9, health: 3)
Moved: fee1446 (distance: 146, speed: 6, health: 2)
Moved: paoletti1449 (distance: 173, speed: 3, health: 4)
Moved: darden1450 (distance: 197, speed: 6, health: 1)
Moved: cris1452 (distance: 273, speed: 1, health: 1)
Moved: fee1455 (distance: 166, speed: 3, health: 4)
Moved: will1463 (distance: 186, speed: 4, health: 3)
Moved: noah1465 (distance: 67, speed: 2, health: 3)
Moved: potatobot1466 (distance: 106, speed: 2, health: 3)
Moved: paoletti1467 (distance: 271, speed: 4, health: 5)
Moved: fee1473 (distance: 287, speed: 2, health: 5)
Moved: cris1479 (distance: 179, speed: 5, health: 4)
Moved: bing1480 (distance: 177, speed: 1, health: 1)
Moved: darden1486 (distance: 226, speed: 8, health: 1)
Moved: garcia1487 (distance: 274, speed: 3, health: 2)
Moved: will1490 (distance: 219, speed: 2, health: 5)
Moved: fee1491 (distance: 232, speed: 5, health: 5)
Moved: potatobot1493 (distance: 264, speed: 4, health: 2)
Moved: paoletti1494 (distance: 203, speed: 8, health: 3)
Moved: darden1495 (distance: 200, speed: 4, health: 3)
Moved: garcia1496 (distance: 179, speed: 5, health: 5)
Moved: cris1497 (distance: 147, speed: 1, health: 5)
Moved: bing1498 (distance: 101, speed: 3, health: 4)
Moved: potatobot1502 (distance: 229, speed: 6, health: 4)
Moved: paoletti1503 (distance: 231, speed: 5, health: 5)
Moved: will1508 (distance: 285, speed: 3, health: 3)
Moved: fee1509 (distance: 163, speed: 4, health: 3)
Moved: noah1510 (distance: 144, speed: 3, health: 2)
Moved: paoletti1512 (distance: 230, speed: 2, health: 1)
